ID,tagsID
190166,9577843435
190162,5005303368
191052,2703301249
190824,2666063943
190629,8171504636
271009,7590257550
190164,7144803569
246171,4343156310
1192272,8370037225
257527,8742784519
191048,9010200960
501696,4561158865
2359212,4563119320
244211,6467708019
531598,8174863304
254723,7063582769
295879,6143441923
246511,2243949848
319140,5905368619
190637,4364310042
254718,2771840848
591343,5441731955
3224257,7975155666
251997,2282027545
190624,9905031321
190165,3015364118
244210,5708024003
313695,3253996187
208597,5654125369
2717850,4910346016
244194,7931812295
195113,3291143831
2015831,7412642125
271008,4287733501
2165013,5489725702
3240045,1601149909
243171,1127995867
246512,9087962315
191047,2924060235
208598,4831694379
265458,2621712414
2223690,3312516455
2394734,2551604281
4609101,3452463100
246168,5837485578
3468814,8077029767
8398821,6815124120
190163,2531292064
244200,4233201345
2645511,5345086104
257528,5611901570
7785899,4379930844
195252,5045158889
2223636,2294333494
7175292,5951795882
3782382,3485213814
2067434,1038689046
1893220,8340281741
195124,7316354162
6453867,8578867381
4106898,3007436298
6417067,2155350711
10592746,8867059768
592217,7662889877
244195,7324232147
15056638,8485117937
4945354,2994202740
7052313,7477873848
2272433,1211760123
4660265,7523462082
244199,6997119908
8564136,5756097784
240755,7484585768
4469233,5733634779
7132622,6535000945
6495421,5156102094
3139265,6490337623
3954329,2003401116
244821,9983166509
4722328,8786754111
7208916,8376140765
4027803,7927559298
265457,2833563731
244218,4229269814
8489665,2837441277
2235343,2839888439
3467712,1658583774
254719,9230917731
8036442,4358486024
2690761,3647112653
2366700,9744550991
240766,8105266496
246190,1557356243
2223604,2264264305
313685,2179591951
313686,9907629019
243174,2282821875
1809020,5216612640
244208,4261378259
7021032,8091508830
7810574,9760373935
7820170,7250390615
7694897,3284177194
2485623,1627205858
619690,1926210880
7175296,4936095732
12847550,8577360028
6206152,5613904842
12606976,5704789830
190623,5991634662
6401014,2530999856
2623636,9999278526
190634,1615309929
7914040,4606248723
6034377,7971986544
597513,2393792051
8820217,4129130192
2328556,4973704206
3410795,6169037455
7984164,5329338677
10230999,4978646009
7363048,5398482988
244855,7236299414
240500,2582166540
2223655,3616524091
4123720,9739604428
8865719,9644535078
6214229,9423793477
7102217,1452651973
2625535,7455661876
3360600,9098976283
13970378,1102581398
591146,2487297831
4597992,9375372230
7687719,6641915556
1553048,2068159225
7981033,6305437065
7148963,8795795385
4752371,3336020845
531612,3529048268
8782951,9796680554
12674080,1213507184
7804964,2715475614
244201,4725959097
8866286,6388907266
4414261,5648249437
13154025,1677556845
11793916,2493317250
7376615,8290747769
8702700,1320936676
6116743,1156636178
7106610,8685413798
4310632,9609963368
12352056,6429711847
8646729,3007370239
4764185,6840366082
12661256,9689443531
10467498,7706415162
10223979,2808502309
6116899,8235679469
2321733,2176392938
2487738,9727185508
4346018,9660641627
4960182,6578304486
2577943,9948763419
10538518,1190148069
8692632,2906140774
244202,9672907998
2223602,5582867762
528113,8027814672
3929138,9780708200
6942942,4715531696
7161481,9903996823
8742797,1804784871
244903,3243203729
7190997,8932900299
6847808,8897497425
9566855,5893170553
2449596,3006116153
11729063,1939235918
7152939,7357746385
9882566,1038279669
5542130,8186112845
244206,1238195972
10365279,1676799350
6517023,2371055747
244197,1934152032
10296722,6154858383
8434367,3922467834
1191660,1621447007
10023525,1207446972
4597443,2687665598
9582536,5299319300
10713149,9793164838
4002311,5164247848
8471899,6600115205
8476175,6267612521
4234451,7496832542
3226916,5491080515
2295948,3379549980
10538454,7061721024
11930470,9444105693
3270333,3831242292
313693,7774363640
8614393,3061854570
2531489,3094115985
3467639,2184749118
10691974,3777786910
8736807,9073907606
6412469,3000628852
8332676,8408733206
658750,7395237661
243179,9970538527
8670722,6006598882
10215257,8677601965
3139274,2107254995
6434373,1355861498
10340402,8277422017
8376916,7257672463
14059148,7264309351
2223627,4906860944
4880672,6486414699
1192310,4512288486
10535133,3818855152
13447182,5343415890
8614069,3591989774
8797192,3920659994
12301106,3508088193
10256990,3463253848
6857198,6845525526
313697,9533854404
7008573,9513236619
1192270,3881631052
8786845,1370469037
7712595,5258247769
11932628,4347927815
10491280,8102543418
592191,4088465285
8563289,8250403446
10093192,1456173997
8807461,8628783730
313684,9118202460
523834,5629025015
3367732,7937678849
1418571,8893307508
6500682,4698781345
240504,8496098814
9805865,9588942962
8734190,8076920069
10819859,3515041189
15668683,4434518672
10020538,7449478496
11737112,4317069097
8862070,1533778709
4498104,9250708891
13998749,9782506275
9859074,2312420089
10491414,7375112536
10171290,6608360736
11964151,4809294369
15208082,7507806003
3480069,2432110735
8857417,9137659970
12352280,3245391866
10175605,9370792544
1418568,5550299132
8862038,7761756948
10600103,2627135016
8820333,3752667134
10043419,2746775542
6499629,2530769673
8610971,1649210240
8598951,9388590838
2235346,6011427191
17561580,9071410783
7735950,7349895879
9571023,7009318086
9821686,9811732007
10538407,3505849410
8610896,1462412816
8526772,1669982670
10713220,2306575547
8544847,8576854649
9706593,3692609267
2223579,6125874122
10086735,2373740612
11807755,6008054187
8614075,7978493269
2218960,1241779468
11930450,7183842659
8807625,7930162405
8677305,6669234156
7390331,5775573099
14765486,5268930703
8422039,1711994664
7788447,2988226630
244897,8024492722
9764670,1159291610
531596,2087804724
6673955,1599711673
10538617,1077614169
3678721,4741250559
244902,6999206497
7055716,9001144921
15087184,2935994736
10065909,8292584408
12643730,4236732378
17639374,2441010018
244904,2967528606
10231433,8786153991
10230877,2066273842
1976641,4460074283
9570223,7649137861
10682799,6358085729
10256497,9636199091
1606662,6368149329
1467904,7546715154
2223526,4623262285
10592815,5995431037
3518832,1784236498
11773948,2171232718
7002028,7413538372
8685987,3834948872
9705588,1721925294
10445408,8240256523
8807616,3584730045
8692638,3223479001
10021405,9888368338
13003921,7330082159
4937053,7948820915
14004883,5727561801
14001384,9711351181
8273053,9881857687
7349560,6909373407
13289877,8614265908
8321696,7043580086
10459206,2917317873
10538430,2412267969
8820360,9793790721
8807630,2926754611
9986707,5124146218
8627151,9281843499
8498163,5487930795
240501,5621460321
12622440,6153810445
10264171,4833103057
11930469,4096548390
8321570,2922801990
11810740,3475828041
8627215,6160260047
10065946,4094600891
6727157,3578611749
10592716,3948766405
19455163,1298053395
10209665,7803656941
10296861,7224763089
8685983,8928179442
10592599,2122121223
14287984,9512863927
16781808,4985977204
2669781,3788011269
10592702,9494233506
14055509,5688207013
4752027,6417234358
15053809,1982923051
244860,3262649305
17469356,1140443314
12544426,4267796659
8089839,8306765355
8736833,1265601119
17750898,4027455040
14048734,3263338623
8685995,6062333543
13738059,1524647753
7149102,9374993109
4466782,5467175594
11548121,1299371510
12920026,3570883509
240760,8328792841
8308723,2933327723
8807615,2988554554
4758992,5738635818
1988114,1539001578
12495392,5858526754
13289883,1689030378
10557113,6935797522
244203,4490939603
8807498,4942947780
11930476,5671462425
12682432,1551960931
4688353,8453760031
13546899,7730777922
17593156,4021506556
3477513,6068561608
11930453,7691896388
9764642,9858409276
9727576,7180970998
9465523,8988486979
14188996,9635581247
8807499,1365758883
13543812,3523141805
13531380,4691746744
13962782,3286720719
8630465,4195718732
11932627,2408179450
4093062,3811253615
9750762,3614702154
11930433,9882283418
9884939,2660428473
12879602,4834980134
11930464,6231700466
10223737,1576185002
10713504,8339314418
11932643,1658046614
12860132,1010937286
12056104,5355112124
10670300,6229599840
9802114,9861683506
1493833,8093332325
3820365,5912182760
15086183,9395723218
11930472,8939450225
9570964,7077823165
12488986,2126219537
10089782,7257673421
15532136,5320769440
15030177,3635905928
12703751,1133988334
2223619,1269338194
14142348,7837111167
8807492,5606201623
10077498,8776337918
16801122,3381798191
10223755,7702208452
10060363,7226978957
12228778,9791264644
11958463,2098258467
9851986,7152765394
12583627,8561870726
8093226,4314302103
9608985,7123186112
4556759,5436532841
9992984,3070593475
10214244,3740522471
17766742,4480843130
8677533,8625078622
15582053,9513694447
10491252,5048199726
4603634,6751951930
11932634,8271753654
14802984,3843964051
15337720,3383902958
4888437,9624199363
8321737,4698360567
9730001,4097636383
9802260,1259121746
10022418,5221076797
244930,9595011550
10696147,4960432655
10682802,3795596766
10538541,9862819434
9570798,6605044762
9597197,3111911522
9802110,7062548527
6226814,1269361367
16658729,8524291864
11930439,3512288536
8612214,8057894574
14141952,3854189378
240763,5644781696
8820156,5685757666
10065947,5311476363
244913,7638966447
244843,7441638775
15663133,1376016315
12961025,5573590351
10713522,5334992361
10065872,1639261426
8281216,7870625702
10198073,2768808939
8807479,4169033102
9568162,8028887018
15337789,7489892244
244858,9468473019
7391470,9600926157
9997409,1278482234
10296763,5060802000
10538499,9599799416
15209009,1432295963
11930430,8839649220
15511804,7337208938
1747997,7273841082
4556731,5601196783
8145612,6734419128
10676069,7915176875
10426987,9613603411
9454021,2882249676
17571145,9601047767
13201762,8585851466
11932639,4274937035
